iter	Logloss
331	0.2957788229
332	0.29520998
333	0.2944282293
334	0.2939645767
335	0.2933791399
336	0.2927017927
337	0.292151165
338	0.291414237
339	0.2909594059
340	0.2905376911
341	0.2897282362
342	0.2891083002
343	0.28851161
344	0.2879466534
345	0.2874006271
346	0.2869076967
347	0.2860882759
348	0.2856523514
349	0.2850932837
350	0.284360981
351	0.2838042498
352	0.2833320141
353	0.2828578472
354	0.282043004
355	0.2813639641
356	0.280759573
357	0.2799882412
358	0.2793522835
359	0.2788662672
360	0.2782020092
361	0.2778397083
362	0.2770326376
363	0.2766888857
364	0.2760769844
365	0.2758579731
366	0.2753156662
367	0.2747867107
368	0.2742825747
369	0.2739105701
370	0.2734175682
371	0.2728864908
372	0.2723336935
373	0.2717400312
374	0.2712538719
375	0.2705395222
376	0.2699466705
377	0.269455719
378	0.2689817667
379	0.268533659
380	0.2678225279
381	0.267122364
382	0.2666113853
383	0.2660046577
384	0.2656141996
385	0.2651160479
386	0.2643570423
387	0.2640592813
388	0.2633805752
389	0.2629243851
390	0.2624416113
391	0.2619371891
392	0.261371851
393	0.260811615
394	0.2605174065
395	0.2598399639
396	0.2592962265
397	0.2587306738
398	0.2583426714
399	0.2577550888
400	0.2571280479
401	0.2567888975
402	0.2564106703
403	0.2561777115
404	0.2559453249
405	0.2553910017
406	0.2551199436
407	0.2547835827
408	0.254459095
409	0.2540048361
410	0.2535684347
411	0.2529980898
412	0.2526385307
413	0.2521634817
414	0.2517754078
415	0.2511961937
416	0.250820899
417	0.2503139019
418	0.2498946428
419	0.2495751381
420	0.2490516901
421	0.2488175154
422	0.2482046127
423	0.2478006124
424	0.2474038601
425	0.2471138
426	0.2465103626
427	0.2462032795
428	0.2460354567
429	0.2454623699
430	0.2449908972
431	0.2445755482
432	0.2442552328
433	0.2438792467
434	0.24342103
435	0.2430328131
436	0.2426696777
437	0.2422764301
438	0.2418434381
439	0.2413851261
440	0.2408778191
441	0.2405396461
442	0.2399510622
443	0.2397175789
444	0.2394565105
445	0.2390852213
446	0.2387656927
447	0.2385411501
448	0.2382666826
449	0.2381194353
450	0.2377295494
451	0.2372935057
452	0.2369382381
453	0.2366501808
454	0.2363701344
455	0.2357987642
456	0.2355157137
457	0.235073185
458	0.2345957994
459	0.2341584682
460	0.2338062763
461	0.2335065365
462	0.233160758
463	0.2326670408
464	0.2324328423
465	0.2322144032
466	0.2319983482
467	0.2317118168
468	0.2313044071
469	0.2310045242
470	0.2305248737
471	0.230020833
472	0.2296626568
473	0.2293911934
474	0.2291714907
475	0.2286766052
476	0.228149271
477	0.2278927326
478	0.2275886059
479	0.2272306442
480	0.2268301964
481	0.2264357328
482	0.2261290312
483	0.2257611513
484	0.2254729271
485	0.2249702692
486	0.2246045589
487	0.2242384911
488	0.2239364862
489	0.2234519958
490	0.223069191
491	0.2228437185
492	0.2224670887
493	0.2221283913
494	0.2218267679
495	0.2215766191
496	0.2212881327
497	0.2209233284
498	0.2204032898
499	0.2201718807
500	0.2198441029
501	0.2193805218
502	0.2189902306
503	0.218661356
504	0.2183019876
505	0.2179285526
506	0.217681551
507	0.2173517942
508	0.2170945644
509	0.2166162968
510	0.216323185
511	0.2158973932
512	0.2155518532
513	0.2151745796
514	0.214726305
515	0.214374423
516	0.2137822628
517	0.213451314
518	0.2130733013
519	0.2126610279
520	0.2122564554
521	0.2120188475
522	0.2115867853
523	0.2112388611
524	0.210982275
525	0.2106690407
526	0.2102931499
527	0.2099349737
528	0.2096553326
529	0.2093421698
530	0.2090770721
531	0.2088317871
532	0.2083788872
533	0.2080276012
534	0.2077219486
535	0.2075348854
536	0.2072733402
537	0.2069526672
538	0.2065955639
539	0.2062788486
540	0.206068325
541	0.2058264971
542	0.2055567741
543	0.2052127838
544	0.2048615456
545	0.2047105789
546	0.2043735504
547	0.2041661024
548	0.2037504196
549	0.2033673048
550	0.2030561924
551	0.2027533293
552	0.2024134636
553	0.2021973372
554	0.2019765854
555	0.2016219378
556	0.2013640404
557	0.2008216858
558	0.2004813194
559	0.2000678301
560	0.199627161
561	0.1993906379
562	0.1991880059
563	0.1989328742
564	0.1985718966
565	0.1983481169
566	0.1981074691
567	0.1977438569
568	0.1974640846
569	0.1972526312
570	0.1968293667
571	0.1964073896
572	0.1959623933
573	0.1956762552
574	0.1953886747
575	0.1951040626
576	0.1947389126
577	0.1944356203
578	0.1942561746
579	0.1939336896
580	0.1935708642
581	0.1932605505
582	0.1930625439
583	0.1928156376
584	0.1923832893
585	0.1919865847
586	0.1917009115
587	0.1915212393
588	0.1912478805
589	0.190878284
590	0.1905829668
591	0.1903343439
592	0.1900809884
593	0.1897983193
594	0.1894304514
595	0.1892058969
596	0.1889503479
597	0.1886583328
598	0.1883369923
599	0.1880820751
600	0.1878689766
601	0.1876419067
602	0.1873021483
603	0.1870130301
604	0.1867629647
605	0.186424911
606	0.1860900044
607	0.185834527
608	0.1855819464
609	0.1853509307
610	0.1852208734
611	0.1849990487
612	0.1846653461
613	0.184516573
614	0.1843902826
615	0.1839426041
616	0.1837681532
617	0.183477819
618	0.1831459999
619	0.182963717
620	0.1827251911
621	0.1823455095
622	0.1822083473
623	0.1818939328
624	0.1816290379
625	0.1811692595
626	0.1807874203
627	0.1804638147
628	0.1802302122
629	0.1799621105
630	0.1795816183
631	0.1793754816
632	0.1791679621
633	0.1788205147
634	0.1785557032
635	0.1784103513
636	0.1781381369
637	0.1778900146
638	0.1776589394
639	0.1774950743
640	0.1771212816
641	0.1768553972
642	0.1766742706
643	0.1764202595
644	0.1760978937
645	0.175777936
646	0.1755344868
647	0.1752715588
648	0.1750335455
649	0.1747319937
650	0.1745033383
651	0.1741970778
652	0.1739143848
653	0.1736776352
654	0.173281002
655	0.1730737448
656	0.1728545308
657	0.1726475716
658	0.1722999573
659	0.1720418453
660	0.1717818856
661	0.171502161
662	0.1712177992
663	0.1709639549
664	0.1707003355
665	0.1705066681
666	0.1703018665
667	0.1701208115
668	0.1699331522
669	0.1697754145
670	0.1695417285
671	0.1694008589
672	0.1691245556
673	0.1689047933
674	0.1687487841
675	0.1684430957
676	0.1682332516
677	0.1679487228
678	0.1677511215
679	0.1675649047
680	0.1673757792
681	0.1672344446
682	0.1669060946
683	0.1666679144
684	0.166433382
685	0.1661683917
686	0.1659668326
687	0.1657372952
688	0.1655018806
689	0.1652822614
690	0.1650506258
691	0.1648300171
692	0.1646491289
693	0.16432271
694	0.1641700029
695	0.1638801217
696	0.1637094021
697	0.1634191871
698	0.1630992532
699	0.1628005981
700	0.1625323415
701	0.1622871161
702	0.1621348143
703	0.1619503736
704	0.1618024468
705	0.1616087914
706	0.1614025593
707	0.1611494899
708	0.1608810186
709	0.1606085658
710	0.1604233742
711	0.1601400614
712	0.1599132657
713	0.1596867681
714	0.159535718
715	0.1592664719
716	0.1590981245
717	0.1588780403
718	0.1586264968
719	0.1583671093
720	0.158188045
721	0.1579272985
722	0.1575881958
723	0.15733006
724	0.1570826054
725	0.1569376826
726	0.1567344427
727	0.1565649748
728	0.1563367844
729	0.1562574148
730	0.1560533047
731	0.155717814
732	0.155529213
733	0.155320859
734	0.1550986052
735	0.1549492955
736	0.1547621608
737	0.1545726299
738	0.1543788552
739	0.1540595293
740	0.1539033651
741	0.1536239147
742	0.1533351064
743	0.1531255484
744	0.1529515505
745	0.1527499437
746	0.1526380539
747	0.1524405003
748	0.1522630692
749	0.1519864082
750	0.1517022967
751	0.1515079737
752	0.1514084816
753	0.1512709379
754	0.1510604858
755	0.1507667184
756	0.1505730987
757	0.1504077792
758	0.1502452612
759	0.1499889612
760	0.1498002529
761	0.1496150017
762	0.1494222283
763	0.1492418289
764	0.1490373969
765	0.1488303781
766	0.1486518979
767	0.1484819174
768	0.148293829
769	0.1480492115
770	0.147808671
771	0.1476874232
772	0.1474810839
773	0.1473280549
774	0.1470853448
775	0.1469899416
776	0.1467395782
777	0.1464719057
778	0.1462699175
779	0.1460399389
780	0.1459197521
781	0.1457087994
782	0.1455878139
783	0.1452865243
784	0.145080924
785	0.144885087
786	0.1447079301
787	0.1445837855
788	0.1443272352
789	0.1440665007
790	0.143796277
791	0.1436067104
792	0.1434708834
793	0.1433516145
794	0.1431699276
795	0.1430171371
796	0.1428396583
797	0.1427394271
798	0.1426161647
799	0.1423373699
800	0.1421300411
801	0.1420016766
802	0.1417972088
803	0.1416627884
804	0.1413821936
805	0.1412657619
806	0.1410861254
807	0.1409790039
808	0.140828383
809	0.140585804
810	0.1403603554
811	0.1401389718
812	0.1399743557
813	0.1398414969
814	0.1397007465
815	0.1394771814
816	0.1393613219
817	0.1392216444
818	0.1391107678
819	0.1388742208
820	0.1386700869
821	0.1384193301
822	0.1383230448
823	0.1380584002
824	0.1379431725
825	0.1377090216
826	0.1374658227
827	0.1372915506
828	0.1372032762
829	0.1370316386
830	0.1369134068
831	0.1367176294
832	0.136498332
833	0.1363542676
834	0.1361634016
835	0.1359683871
836	0.1357848525
837	0.1356060982
838	0.1355041504
839	0.1353145123
840	0.1351352453
841	0.1350045919
842	0.1348748088
843	0.1346694708
844	0.1345553875
845	0.1344057202
846	0.1342334509
847	0.1340000153
848	0.1338740468
849	0.1337857246
850	0.133582139
851	0.1333813548
852	0.133170855
853	0.133071053
854	0.1328561068
855	0.1326848507
856	0.1324663639
857	0.1322021723
858	0.1320425391
859	0.131934309
860	0.1316723585
861	0.1314321399
862	0.1312816858
863	0.1311050534
864	0.1310001135
865	0.1309085369
866	0.1307419777
867	0.1305220842
868	0.1304098129
869	0.1302473307
870	0.1301146984
871	0.1298879743
872	0.1296858072
873	0.1295356274
874	0.1293609142
875	0.1291153193
876	0.1289372444
877	0.128768456
878	0.1286197543
879	0.1284756899
880	0.1282911777
881	0.1281705379
882	0.1279793501
883	0.1277862787
884	0.1275713682
885	0.1274328709
886	0.1272821188
887	0.1270965815
888	0.1268535376
889	0.126692307
890	0.1265580416
891	0.1263834953
892	0.1262509346
893	0.1260978699
894	0.1259003639
895	0.125739181
896	0.1255311728
897	0.1253747225
898	0.1252563834
899	0.1250966072
900	0.1249478579
901	0.1248083949
902	0.1246411562
903	0.1244209409
904	0.1242517114
905	0.1240840793
906	0.1238855362
907	0.1237473845
908	0.1236795068
909	0.123527503
910	0.1234128475
911	0.1233068466
912	0.1231666803
913	0.1230499864
914	0.1228760004
915	0.1227298021
916	0.1225820541
917	0.1224946618
918	0.1222954273
919	0.1221506953
920	0.1220433593
921	0.1218551278
922	0.1217452288
923	0.1216195464
924	0.1215153337
925	0.1213099957
926	0.1210986614
927	0.1209164739
928	0.1207368612
929	0.1206125617
930	0.1204145908
931	0.1202789545
932	0.1201418877
933	0.119968462
934	0.1198088169
935	0.1196337461
936	0.1193987131
937	0.1191724777
938	0.1190097809
939	0.1188461781
940	0.1186658621
941	0.1185612679
942	0.1183974028
943	0.1182273865
944	0.1181256294
945	0.1179530144
946	0.117769742
947	0.1176112294
948	0.1174748063
949	0.1173293829
950	0.1171099901
951	0.1169172525
952	0.1167590022
953	0.1165616393
954	0.1163692832
955	0.1162201047
956	0.1160860658
957	0.1159296393
958	0.1158112645
959	0.1156311512
960	0.1154733777
961	0.1153665185
962	0.1151940823
963	0.1150583863
964	0.11496346
965	0.1147845745
966	0.1147082567
967	0.1145921469
968	0.1144283295
969	0.1142722845
970	0.1141142607
971	0.1140113235
972	0.1139044046
973	0.1138044
974	0.1136716843
975	0.1134857416
976	0.1133408427
977	0.1132162094
978	0.1131237864
979	0.1130136847
980	0.1128420115
981	0.1126577497
982	0.1124974251
983	0.1123056412
984	0.1121806383
985	0.1120271683
986	0.1118714333
987	0.1117126465
988	0.1115766764
989	0.1115044594
990	0.1114046097
991	0.1113035202
992	0.1111121893
993	0.1110556126
994	0.1109207511
995	0.1107699633
996	0.1106131077
997	0.1104151964
998	0.1102172732
999	0.1100818157
